"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"929272644498624513","","","2017-11-11 09:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"928910251935481857","","","2017-11-10 09:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"928547861226184704","","","2017-11-09 09:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"928185443870326785","","","2017-11-08 09:00:29 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:18: Good morning! I just came back up from reboot!","","","",""
"928123887702781952","","","2017-11-08 04:55:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @alex_gude: I had to do brain surgery on @RaspberryPion... But I'm trying to be a good citizen and document how to ""fix"" it!

https://t.â€¦","903481984579600386","745085457646526465","2017-09-01 04:57:45 +0000","https://raspberrypi.stackexchange.com/a/71969/38557"
"927823096790138881","","","2017-11-07 09:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"927460704705060864","","","2017-11-06 09:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"927083216606863361","","","2017-11-05 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"926720791986573312","","","2017-11-04 08:00:29 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"926358443614642176","","","2017-11-03 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"925996055606435840","","","2017-11-02 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"925633667472297984","","","2017-11-01 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"925271274191912965","","","2017-10-31 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"924908885596561408","","","2017-10-30 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"924546502055174144","","","2017-10-29 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"924184118212026368","","","2017-10-28 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"923821723824267264","","","2017-10-27 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"923459339892822016","","","2017-10-26 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"923096954900398080","","","2017-10-25 08:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"922734560063799297","","","2017-10-24 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"922372179152355328","","","2017-10-23 08:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"922009784395558912","","","2017-10-22 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"921647360727433216","","","2017-10-21 08:00:28 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:20: Good morning! I just came back up from reboot!","","","",""
"921285012321734657","","","2017-10-20 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"920922616356945920","","","2017-10-19 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"920560228634042368","","","2017-10-18 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"920197841271717888","","","2017-10-17 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"919835460137926656","","","2017-10-16 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"919473070229807104","","","2017-10-15 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"919110683622457344","","","2017-10-14 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"918748291138912256","","","2017-10-13 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"918385902161772544","","","2017-10-12 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"918023519128006656","","","2017-10-11 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"917661129886679040","","","2017-10-10 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"917298745871495168","","","2017-10-09 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"916936312552226817","","","2017-10-08 08:00:27 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:19: Good morning! I just came back up from reboot!","","","",""
"916573967753736192","","","2017-10-07 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"916211580634677248","","","2017-10-06 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"915849188348387328","","","2017-10-05 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"915486798381424640","","","2017-10-04 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"915124418732425219","","","2017-10-03 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"914762032091504641","","","2017-10-02 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"914399598537433088","","","2017-10-01 08:00:27 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:18: Good morning! I just came back up from reboot!","","","",""
"914037253361434624","","","2017-09-30 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"913674863507734528","","","2017-09-29 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"913312482097192961","","","2017-09-28 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"912950055052726272","","","2017-09-27 08:00:29 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"912587701710348289","","","2017-09-26 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"912225314436038656","","","2017-09-25 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"911862927744942080","","","2017-09-24 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"911500538352607239","","","2017-09-23 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"911138148901462016","","","2017-09-22 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"910775759723098112","","","2017-09-21 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"910413374596407296","","","2017-09-20 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"910050983484387329","","","2017-09-19 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"909688600488374273","","","2017-09-18 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"909326210534072320","","","2017-09-17 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"908963820042838016","","","2017-09-16 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"908601438837678080","","","2017-09-15 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"908533439887925248","","","2017-09-15 03:30:26 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","19:17:21: Good morning! I just came back up from reboot!","","","",""
"908239046572359681","","","2017-09-14 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"907876670400430080","","","2017-09-13 08:00:40 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"907827498762883073","","","2017-09-13 04:45:16 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","21:45:07: Good morning! I just came back up from reboot!","","","",""
"901716058624614400","","","2017-08-27 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"901353684570734592","","","2017-08-26 08:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"900991288245329920","","","2017-08-25 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"900628905391824896","","","2017-08-24 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"900266517094219776","","","2017-08-23 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"899904130952552448","","","2017-08-22 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"899541743472738304","","","2017-08-21 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"899179352436297728","","","2017-08-20 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"898816964600004608","","","2017-08-19 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"898454579993378816","","","2017-08-18 08:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"898092189435047936","","","2017-08-17 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"897729797488594944","","","2017-08-16 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"897367409723490305","","","2017-08-15 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"897005023770443776","","","2017-08-14 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"896642637867790337","","","2017-08-13 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"896280247095574530","","","2017-08-12 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"895917856931500032","","","2017-08-11 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"895555468336156672","","","2017-08-10 08:00:36 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:27: Good morning! I just came back up from reboot!","","","",""
"895193087076687872","","","2017-08-09 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"894830695926841344","","","2017-08-08 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"894468307000086528","","","2017-08-07 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"894105924226371584","","","2017-08-06 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"893743541721063424","","","2017-08-05 08:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"893381148637708288","","","2017-08-04 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"893271529219211264","","745085457646526465","2017-08-04 00:45:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:45:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"893267756732133376","","745085457646526465","2017-08-04 00:30:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:30:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"893263982601003009","","745085457646526465","2017-08-04 00:15:04 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:15:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"893018762097508356","","","2017-08-03 08:00:39 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"892656384071712768","","","2017-08-02 08:00:41 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:33: Good morning! I just came back up from reboot!","","","",""
"892293984877400064","","","2017-08-01 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"891931594088263681","","","2017-07-31 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"891569206830915590","","","2017-07-30 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"891206816494792704","","","2017-07-29 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:28: Good morning! I just came back up from reboot!","","","",""
"890844766295826432","","","2017-07-28 08:01:58 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:01:49: Good morning! I just came back up from reboot!","","","",""
"890482045574459392","","","2017-07-27 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"890372428634836993","","745085457646526465","2017-07-27 00:45:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:45:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"890368652192628736","","745085457646526465","2017-07-27 00:30:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:30:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"890364878896078849","","745085457646526465","2017-07-27 00:15:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:15:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"890361101489061888","","745085457646526465","2017-07-27 00:00:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 17:00:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"890357329090060290","","745085457646526465","2017-07-26 23:45:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 16:45:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"890353552454934528","","745085457646526465","2017-07-26 23:30:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 16:30:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"890349779028393985","","745085457646526465","2017-07-26 23:15:03 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","@alex_gude 16:15:03: Watch out! @Caltrain mentioned your train in their tweets!","","","",""
"890119671432851457","","","2017-07-26 08:00:41 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:33: Good morning! I just came back up from reboot!","","","",""
"889757266634653696","","","2017-07-25 08:00:37 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
"889394880912400388","","","2017-07-24 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:29: Good morning! I just came back up from reboot!","","","",""
"889032491993972736","","","2017-07-23 08:00:38 +0000","<a href=""http://example.com"" rel=""nofollow"">Raspberry Pi Status Tweeter Kaon</a>","01:00:30: Good morning! I just came back up from reboot!","","","",""
